"dates","DOY","TIME","PT0cm","PT2.5cm","PT5cm","PT10cm","PT15cm","PT20cm","PT30cm","PT50cm","PT100cm","PT200cm"
2018-07-01,182,0,-60057.8002564667,-418075.209123434,-84191.6763599917,-12069.1715327601,-2363.26837477635,-568.541846515673,-633.512663992892,-731.839297725763,-553.470666488342,-2.58892713970923
2018-07-01 01:00:00,182,60,-42241.7905493813,-421875.565302642,-85906.5550362717,-11962.8877261265,-2229.94604427864,-588.383734882712,-637.213392457343,-733.419093466963,-553.491820247971,-2.58892713970923
2018-07-01 02:00:00,182,120,-41843.8676442765,-425117.849825182,-87596.13614426,-11852.1716708017,-2106.79508748454,-607.987199058082,-641.120613976578,-735.148716383083,-553.513225816408,-2.58892713970923
2018-07-01 03:00:00,182,180,-44322.8179126179,-427761.431889452,-89258.0625836598,-11737.2816012112,-1993.62649605435,-627.117722999279,-645.159241378047,-736.975770428696,-553.534895690457,-2.58892713970923
2018-07-01 04:00:00,182,240,-47446.2672870798,-429784.009020144,-90883.4689685841,-11618.2598352004,-1890.37606909602,-645.65532390246,-649.291754716044,-738.874185124395,-553.556837481,-2.58892713970923
2018-07-01 05:00:00,182,300,-47438.0354855364,-431185.148976059,-92464.3776257695,-11494.8497288493,-1796.06453922868,-663.253267712685,-653.40657123001,-740.767377413253,-553.579052123626,-2.58892713970923
2018-07-01 06:00:00,182,360,-45898.5387711565,-431973.982377226,-93991.3846456072,-11366.8081529008,-1710.03468088134,-679.730086313979,-657.442904607785,-742.614117980459,-553.601533665349,-2.58892713970923
2018-07-01 07:00:00,182,420,-37221.5429966859,-432159.387103821,-95451.4568659275,-11233.7225313662,-1631.15637116181,-694.803960693508,-661.305658246272,-744.350011805449,-553.62426984139,-2.58892713970923
2018-07-01 08:00:00,182,480,-33446.9675518954,-431788.993202843,-96829.7005027509,-11095.2782661228,-1559.72090278595,-708.683870887215,-665.049733906358,-746.013299393961,-553.647247670585,-2.58892713970923
2018-07-01 09:00:00,182,540,-30742.7808232541,-430934.788651342,-98131.2901572309,-10951.3164929185,-1495.89678616786,-721.590000829258,-668.732103545955,-747.643370664819,-553.670458982871,-2.58892713970923
