"dates","DOY","TIME","WC0cm","WC2.5cm","WC5cm","WC10cm","WC15cm","WC20cm","WC30cm","WC50cm","WC100cm","WC200cm"
2019-07-01,182,0,0.166303591448648,0.120000027468557,0.15000053308192,0.199919495587107,0.249793984140721,0.300191223577415,0.300005254178177,0.299965634652777,0.299999606596038,0.534345905245779
2019-07-01 01:00:00,182,60,0.209348957420291,0.120000054937937,0.150001066357156,0.199844523691047,0.24959290146689,0.300378472151107,0.300010036452263,0.299931329477397,0.299999211402232,0.534345905245779
2019-07-01 02:00:00,182,120,0.227072200699874,0.120000082417001,0.150001599827274,0.199775139554795,0.249396375215854,0.300561637106892,0.300014326339854,0.299897061200084,0.299998814422055,0.534345905245779
2019-07-01 03:00:00,182,180,0.233502498201724,0.120000109917242,0.150002133493802,0.199711414745223,0.249204357682549,0.30074071671462,0.300018148925422,0.299862844313712,0.299998415658832,0.534345905245779
2019-07-01 04:00:00,182,240,0.236861255089872,0.120000137444092,0.150002667358066,0.199653485485512,0.249017010069973,0.300915720081278,0.300021528820732,0.29982869291842,0.299998015116715,0.534345905245779
2019-07-01 05:00:00,182,300,0.238281623892922,0.120000165001176,0.150003201421148,0.199601422397982,0.248834627512966,0.301086687187476,0.300024499189796,0.299794628108937,0.299997612800885,0.534345905245779
2019-07-01 06:00:00,182,360,0.240470511183064,0.12000019259134,0.150003735683972,0.199555181132587,0.248657477430563,0.301253649001175,0.300027084363041,0.299760663718908,0.299997208717502,0.534345905245779
2019-07-01 07:00:00,182,420,0.244253045820412,0.120000220217039,0.150004270147257,0.199514801565531,0.248485841978334,0.301416636396299,0.300029304900233,0.299726810517134,0.299996802873416,0.534345905245779
2019-07-01 08:00:00,182,480,0.245559520583921,0.120000247880663,0.150004804811141,0.19948047780234,0.248320270876198,0.301575616158698,0.300031149754253,0.299693053638095,0.299996395275272,0.534345905245779
2019-07-01 09:00:00,182,540,0.24566750073943,0.120000275584617,0.150005339675198,0.199452153619482,0.248161417253078,0.30173054576888,0.300032600087126,0.299659372121783,0.299995985928654,0.534345905245779
2019-07-01 10:00:00,182,600,0.246618850713349,0.120000303331784,0.150005874738948,0.199429489298924,0.248009595713887,0.301881395969612,0.300033640292509,0.2996257478684,0.299995574838027,0.534345905245779
2019-07-01 11:00:00,182,660,0.247117587924421,0.12000033112525,0.150006410002154,0.199412160556673,0.247864816884762,0.302028171518399,0.300034268332461,0.299592173934424,0.299995162007165,0.534345905245779
