"dates","DOY","TIME","PT0cm","PT2.5cm","PT5cm","PT10cm","PT15cm","PT20cm","PT30cm","PT50cm","PT100cm","PT200cm"
2019-07-01,182,0,-373268.262423511,-784436.815834774,-137984.669066831,-12729.6354924932,-1773.01750464068,-398.082317785546,-389.510879854048,-436.481798068045,-328.904768556938,-2.49390455383571
2019-07-01 01:00:00,182,60,-133441.015048231,-784773.463888686,-139521.418122601,-12624.2781483668,-1654.84938667497,-409.942106601695,-391.702004706824,-437.636986432887,-328.930143442853,-2.49390455383571
2019-07-01 02:00:00,182,120,-77507.9825510584,-785069.799851795,-141038.576033085,-12515.0917120397,-1547.1428113091,-421.309529275793,-393.924545435049,-438.810966078725,-328.955746009148,-2.49390455383571
2019-07-01 03:00:00,182,180,-56823.5313356316,-785310.358555625,-142523.349862077,-12401.9932522285,-1449.78479958769,-432.116904904883,-396.157119577355,-439.988334996887,-328.981576101647,-2.49390455383571
2019-07-01 04:00:00,182,240,-44610.4796450759,-785487.133643297,-143967.372972905,-12284.6654248479,-1362.50361070499,-442.325741513803,-398.386647602292,-441.159853027497,-329.007631370714,-2.49390455383571
2019-07-01 05:00:00,182,300,-39678.0367371571,-785593.387893624,-145367.659987461,-12162.8246520114,-1284.71122958014,-451.886386314855,-400.595545444851,-442.3132704975,-329.033907538162,-2.49390455383571
2019-07-01 06:00:00,182,360,-33720.7973050973,-785619.800554896,-146719.017866493,-12036.2173451269,-1215.63154454452,-460.752990653759,-402.766109497374,-443.43644237807,-329.060398223069,-2.49390455383571
2019-07-01 07:00:00,182,420,-23554.6496929769,-785556.255936495,-148007.227706086,-11904.4535011079,-1154.54767580484,-468.925691513722,-404.892905965277,-444.526025736378,-329.087095867658,-2.49390455383571
2019-07-01 08:00:00,182,480,-20164.1756777173,-785400.297305364,-149217.23185069,-11766.8872986775,-1100.68564479816,-476.414424555999,-406.972101807759,-445.579855137381,-329.113992583068,-2.49390455383571
2019-07-01 09:00:00,182,540,-18432.2387610581,-785159.086055369,-150344.106653971,-11623.1016201517,-1053.42262150783,-483.276170276475,-409.012464817827,-446.604623499948,-329.141081102704,-2.49390455383571
2019-07-01 10:00:00,182,600,-12889.47452842,-784830.321468313,-151400.005680664,-11472.8335105286,-1012.08024595614,-489.560495943082,-411.019893101683,-447.604953728532,-329.168355265033,-2.49390455383571
2019-07-01 11:00:00,182,660,-10198.04048005,-784396.383781887,-152419.91362646,-11315.5719949132,-975.929075289794,-495.299982531745,-412.994925973977,-448.581687110576,-329.195809462479,-2.49390455383571
2019-07-01 12:00:00,182,720,-8742.69376344449,-783878.362563029,-153363.95922258,-11151.7893983502,-944.348519694846,-500.541675128151,-414.941915770936,-449.538308501946,-329.223438581316,-2.49390455383571
