"dates","DOY","TIME","WC0cm","WC2.5cm","WC5cm","WC10cm","WC15cm","WC20cm","WC30cm","WC50cm","WC100cm","WC200cm"
2019-07-01,182,0,0.129980356217919,0.119993203873594,0.149796710687399,0.200185624042149,0.252028909947313,0.298932275954857,0.299816057027799,0.299914635168901,0.299997314604889,0.525206766010802
2019-07-01 01:00:00,182,60,0.147493746876181,0.11998695467381,0.149598773293476,0.200380443751053,0.254043564714061,0.29793312338069,0.2996278564675,0.299826333078076,0.299994605490966,0.525206766010802
2019-07-01 02:00:00,182,120,0.157676532186139,0.119981456274833,0.14940573887896,0.200584269765228,0.256024881047724,0.297005225167026,0.299438149665959,0.29973685959904,0.299991872305664,0.525206766010802
2019-07-01 03:00:00,182,180,0.163807571486879,0.119976994512516,0.149219062246332,0.200797503791204,0.257952993663803,0.296148549313145,0.299248780907808,0.299647394608956,0.299989115071741,0.525206766010802
2019-07-01 04:00:00,182,240,0.168751617682486,0.119973716753594,0.14903958556257,0.201021019656309,0.259808531995011,0.295360962766566,0.299060851071339,0.29955863791393,0.299986334046325,0.525206766010802
2019-07-01 05:00:00,182,300,0.17119894120399,0.119971746988148,0.148867458982161,0.201255671106003,0.26157771419592,0.294641532065391,0.298875809924897,0.299471508102681,0.299983529692329,0.525206766010802
2019-07-01 06:00:00,182,360,0.174655823106629,0.119971257390592,0.148703097735534,0.201502300656232,0.263251962885295,0.293989323056205,0.298695081904828,0.299386905396478,0.299980702696938,0.525206766010802
2019-07-01 07:00:00,182,420,0.182528589172527,0.119972435314849,0.148547987034647,0.201762071604675,0.26482333056275,0.293400422058468,0.29851904551466,0.299305060017335,0.299977853872717,0.525206766010802
2019-07-01 08:00:00,182,480,0.18604802002626,0.119975326767257,0.148403663151474,0.202036731468203,0.266287866112257,0.292870758698246,0.298347940170086,0.299226112171798,0.299974984067308,0.525206766010802
2019-07-01 09:00:00,182,540,0.188112560874269,0.119979800060171,0.148270427843211,0.202327669425463,0.267640397582678,0.292393520868668,0.298180972881677,0.299149540202575,0.2999720940617,0.525206766010802
2019-07-01 10:00:00,182,600,0.196565296861187,0.119985899522966,0.148146594881946,0.202636052046168,0.268880207155545,0.291963019257763,0.298017602115898,0.299074982394023,0.299969184518759,0.525206766010802
2019-07-01 11:00:00,182,660,0.202304877230161,0.119993954616311,0.148027897325796,0.202963656208977,0.270011550563359,0.291575186363743,0.297857731355466,0.299002361807162,0.299966256042057,0.525206766010802
2019-07-01 12:00:00,182,720,0.206169179149277,0.120003577080284,0.147918818346804,0.203310296234235,0.271038794975619,0.291225340044137,0.297700960499228,0.298931406704341,0.299963309182305,0.525206766010802
2019-07-01 13:00:00,182,780,0.210339087155847,0.120014895212836,0.14781735900608,0.203677270889555,0.27196348421553,0.290907078518704,0.297546191586426,0.298861396766588,0.299960344355492,0.525206766010802
2019-07-01 14:00:00,182,840,0.374877518611704,0.125316153491077,0.147723133105599,0.204064273558688,0.272685997828283,0.290563502233268,0.297374618381535,0.298780223937838,0.299957359915848,0.525206766010802
2019-07-01 15:00:00,182,900,0.347075868974706,0.135648148268851,0.147636973369722,0.204478166350973,0.273578122588772,0.290365466337831,0.297245931663876,0.298726259268284,0.299954358889327,0.525206766010802
2019-07-01 16:00:00,182,960,0.333711987445096,0.145915178742882,0.147559350751402,0.204918585204861,0.27440381595485,0.290200608433644,0.297123342078868,0.298675847252539,0.299951344920824,0.525206766010802
2019-07-01 17:00:00,182,1020,0.325188688065107,0.154598395051544,0.147489927146323,0.205387191072004,0.275120179843122,0.290042604627473,0.296998517750847,0.298623614023615,0.299948318058166,0.525206766010802
2019-07-01 18:00:00,182,1080,0.318923422366095,0.161749119912438,0.147428483213389,0.205886081906781,0.275724298905417,0.289882941556257,0.29686902482528,0.298567975690778,0.299945277672622,0.525206766010802
2019-07-01 19:00:00,182,1140,0.31375525862535,0.167701689297081,0.147375267191477,0.206417781445267,0.276221943475697,0.28971703767765,0.296733685240955,0.298508154357376,0.299942222882334,0.525206766010802
2019-07-01 20:00:00,182,1200,0.309521225112928,0.172758473085589,0.147331042285511,0.206985594481367,0.276624716489177,0.289543142025629,0.296592230566413,0.298443956907966,0.29993915270642,0.525206766010802
2019-07-01 21:00:00,182,1260,0.306058741121043,0.177151890202721,0.147296492106051,0.207593682083517,0.276944677419656,0.289360119688588,0.296444557193226,0.298375295627702,0.299936066141221,0.525206766010802
2019-07-01 22:00:00,182,1320,0.302713114788708,0.181045734347961,0.14727203335272,0.208246978323503,0.277192072683277,0.289166481763459,0.296290393121588,0.298301973119516,0.299932962157925,0.525206766010802
2019-07-01 23:00:00,182,1380,0.299233162861581,0.184546983411372,0.147256998041845,0.208951345840393,0.277377123255687,0.288961105608806,0.296129543604942,0.298223840772323,0.299929839696536,0.525206766010802
2019-07-02,183,0,0.291828285704816,0.190721310318443,0.147261580725432,0.210542546076897,0.277611373798183,0.288517263882998,0.295789097566197,0.298053899885405,0.299923535247103,0.525206766010802
2019-07-02 01:00:00,183,60,0.286461870809906,0.193507987495898,0.147282904779073,0.211447314233362,0.277681314515629,0.288279163067214,0.295609835985182,0.297962260682882,0.299920351296615,0.525206766010802
2019-07-02 02:00:00,183,120,0.279661543069585,0.19613544074923,0.147317632348176,0.212437760776728,0.277736096080053,0.288032767752562,0.295425510121505,0.297866767278773,0.299917145015314,0.525206766010802
2019-07-02 03:00:00,183,180,0.273449755140167,0.198638911875572,0.1473670474833,0.213523747870957,0.27779616845793,0.28778478500569,0.295238522267076,0.297768957326004,0.299913915810361,0.525206766010802
2019-07-02 04:00:00,183,240,0.267614680751104,0.201061343801559,0.147430623821231,0.214715111792053,0.277869344544624,0.287538141638065,0.295049998957007,0.297669544972883,0.299910663356698,0.525206766010802
2019-07-02 05:00:00,183,300,0.262421363502139,0.203444614246622,0.147508506652567,0.216020285889844,0.277960996886179,0.287295870830185,0.294861118072766,0.297569281099783,0.299907387509396,0.525206766010802
2019-07-02 06:00:00,183,360,0.258947368525665,0.205831276935136,0.14760032638208,0.217447038828957,0.278075319040071,0.287061440837912,0.294673228593558,0.29746903181679,0.299904088317015,0.525206766010802
2019-07-02 07:00:00,183,420,0.256901868423389,0.208265716244595,0.14770538929536,0.219002308711347,0.278206630192464,0.286834852834238,0.29448648794946,0.29736889078878,0.299900765931185,0.525206766010802
2019-07-02 08:00:00,183,480,0.256128589614024,0.210793706230357,0.147822508688834,0.220693141861589,0.278347911575913,0.286615614850019,0.294300873604877,0.297268835538101,0.299897420507974,0.525206766010802
2019-07-02 09:00:00,183,540,0.255830786177543,0.213438592238482,0.147950723600149,0.222526397925439,0.278487845277919,0.2864012726319,0.294115662559936,0.297168386766341,0.299894052137573,0.525206766010802
2019-07-02 10:00:00,183,600,0.255884067988324,0.216222130619705,0.148089436886398,0.22450892532156,0.278617381340464,0.286189819196382,0.293930260712325,0.297067148059221,0.299890660807933,0.525206766010802
2019-07-02 11:00:00,183,660,0.256131397463994,0.219169268822771,0.148238074448963,0.226647839564859,0.278727470879724,0.285978748025549,0.293743874069504,0.296964590972021,0.299887246398704,0.525206766010802
2019-07-02 12:00:00,183,720,0.256406736792752,0.222302827663333,0.148396144383714,0.228950503572069,0.27881192010591,0.285766162658193,0.293555895101091,0.296860307202246,0.299883808684474,0.525206766010802
2019-07-02 13:00:00,183,780,0.256984471985178,0.225643066346315,0.148563227590561,0.231422744551403,0.278861985586531,0.28554867894794,0.293365168125661,0.29675352734443,0.299880347303946,0.525206766010802
2019-07-02 14:00:00,183,840,0.257196593712338,0.229206015991903,0.148738757431983,0.234068548832697,0.278878050256617,0.285326042601096,0.293171604855529,0.296644178969805,0.29987686181145,0.525206766010802
2019-07-02 15:00:00,183,900,0.257366999936582,0.232989451494074,0.148922499285179,0.236885456226434,0.278857203419787,0.285096471304547,0.292974568175631,0.296531828651721,0.299873351705331,0.525206766010802
2019-07-02 16:00:00,183,960,0.256707335426343,0.236967420490026,0.149114067706183,0.239860198856175,0.278797125746056,0.284858135033744,0.292773380154638,0.296416013730851,0.299869816387965,0.525206766010802
2019-07-02 17:00:00,183,1020,0.256481911692786,0.241078184863935,0.149312720166679,0.24296670525366,0.278707286230178,0.284613648892986,0.292568913513019,0.296297289854272,0.299866255289216,0.525206766010802
2019-07-02 18:00:00,183,1080,0.256419821872291,0.24520223397649,0.149518402925712,0.246159646377631,0.278596545180498,0.284365568566835,0.292362041059068,0.296176215580608,0.299862667971083,0.525206766010802
2019-07-02 19:00:00,183,1140,0.256110444697041,0.249174357070204,0.149731809658914,0.249373001416225,0.27847488454415,0.284117086091506,0.292153885468249,0.296053517516651,0.299859054148985,0.525206766010802
2019-07-02 20:00:00,183,1200,0.256111492140138,0.252828452508546,0.149953351024972,0.252529168072626,0.278359861714485,0.283874633523089,0.291946756089519,0.295930710713491,0.29985541380416,0.525206766010802
2019-07-02 21:00:00,183,1260,0.256215983616684,0.256035198521282,0.15018375443362,0.25554700429772,0.278265104241603,0.283643609431026,0.291742663458588,0.295809122060264,0.299851747236056,0.525206766010802
2019-07-02 22:00:00,183,1320,0.256221933376842,0.258733929057947,0.15042452969211,0.258356700324052,0.278201621964808,0.283428764648459,0.291543446293703,0.295689973384893,0.299848055023174,0.525206766010802
2019-07-02 23:00:00,183,1380,0.255583711258059,0.260923077108228,0.150678920005189,0.260904263317232,0.278169485555822,0.283230863336017,0.291349570395345,0.295573584652751,0.299844337896867,0.525206766010802
2019-07-03,184,0,0.253044704041966,0.264045431435597,0.151229896294619,0.265134294504354,0.278199962250235,0.282888960895882,0.290979755532243,0.295350414327022,0.299836832155517,0.525206766010802
2019-07-03 01:00:00,184,60,0.25058361966618,0.265125761358462,0.151526668876923,0.266825695573351,0.278253036839463,0.282742545937954,0.290803368769977,0.295243369096698,0.299833045163395,0.525206766010802
