"dates","DOY","TIME","PT0cm","PT2.5cm","PT5cm","PT10cm","PT15cm","PT20cm","PT30cm","PT50cm","PT100cm","PT200cm"
2018-07-01,182,0,-48332.743747647,-830957.759305728,-114042.390829233,-9240.08181769834,-1327.40662520771,-307.240682814625,-300.438663635005,-291.543551959384,-205.049044908055,-2.28034117013345
2018-07-01 01:00:00,182,60,-27328.1837023029,-830934.895882199,-115490.310260087,-9068.72571422059,-1238.83680252055,-317.220794100931,-301.854880720981,-292.450239477499,-205.067710067016,-2.28034117013345
2018-07-01 02:00:00,182,120,-16153.8624322222,-830824.481703637,-116935.861564826,-8892.82959155797,-1160.36517465816,-326.614858498158,-303.279992017637,-293.356630697883,-205.086735202174,-2.28034117013345
2018-07-01 03:00:00,182,180,-15632.3485346067,-830608.630047001,-118378.916344861,-8712.57835022563,-1091.13768166442,-335.389324202487,-304.700299140938,-294.253779339564,-205.106114529332,-2.28034117013345
2018-07-01 04:00:00,182,240,-14197.1229257138,-830266.279643908,-119813.015585399,-8527.98970476227,-1030.34933438323,-343.546108996373,-306.111934323808,-295.139217288888,-205.125840720239,-2.28034117013345
2018-07-01 05:00:00,182,300,-14519.3162549292,-829779.070366545,-121224.846315089,-8338.83051525065,-976.975891303376,-351.065150418553,-307.503106332682,-296.005562002612,-205.145905031633,-2.28034117013345
2018-07-01 06:00:00,182,360,-12913.3217727746,-829134.736733605,-122596.55667857,-8144.75482478353,-930.191621400317,-357.966713554668,-308.872888178025,-296.85247673992,-205.166297856515,-2.28034117013345
2018-07-01 07:00:00,182,420,-9570.65152986443,-828333.485924679,-123903.428404633,-7945.2385573315,-889.230685326045,-364.282728120237,-310.222711744063,-297.681182924925,-205.187009970658,-2.28034117013345
2018-07-01 08:00:00,182,480,-7590.84026076463,-827380.127667402,-125133.428533785,-7739.71387534599,-853.414873589359,-370.057815152151,-311.556880129004,-298.494755764788,-205.208033033095,-2.28034117013345
2018-07-01 09:00:00,182,540,-6714.92913359502,-826273.465166093,-126290.309467179,-7527.79572402732,-822.144016067355,-375.344045817188,-312.88129275214,-299.297287572118,-205.229359970583,-2.28034117013345
2018-07-01 10:00:00,182,600,-6606.13464762502,-825006.561688587,-127383.275856977,-7309.30371548108,-794.932805150823,-380.207997657144,-314.205698998825,-300.095295519987,-205.250985465322,-2.28034117013345
2018-07-01 11:00:00,182,660,-6671.85833839363,-823571.954191672,-128419.091892937,-7084.10716640227,-771.316181661272,-384.710774951926,-315.538306310296,-300.894291235251,-205.272906060535,-2.28034117013345
2018-07-01 12:00:00,182,720,-6622.21286817451,-821963.209504912,-129401.67635797,-6852.02856068009,-750.860770501273,-388.908640889755,-316.886161376858,-301.699026210789,-205.295119849427,-2.28034117013345
2018-07-01 13:00:00,182,780,-6034.33629674721,-820175.878498006,-130332.94670308,-6612.82701324635,-733.213055566566,-392.863987856897,-318.258349428864,-302.515508495621,-205.31762652873,-2.28034117013345
2018-07-01 14:00:00,182,840,-6.92417815758937,-44.337661203932,-131101.152656331,-6364.43599411039,-714.051986077892,-395.696236507201,-319.406409005285,-303.187760125702,-205.340416654681,-2.28034117013345
2018-07-01 15:00:00,182,900,-5.75562128322032,-10.8874655618567,-13413.6986753496,-6103.03459632889,-687.745854891101,-395.922334111249,-319.904850525446,-303.449788802629,-205.363383791865,-2.28034117013345
2018-07-01 16:00:00,182,960,-5.20976092215293,-7.98331200907782,-23.8639986413365,-5818.94351369994,-661.241773670286,-395.066124431204,-320.15039562166,-303.552397921964,-205.386457265179,-2.28034117013345
2018-07-01 17:00:00,182,1020,-8.49749229250795,-9.33287763018811,-15.1594252743191,-4313.74699459412,-635.185576354659,-393.311150290226,-320.177723009161,-303.518055373044,-205.409584618455,-2.28034117013345
2018-07-01 18:00:00,182,1080,-15.3170462982111,-16.378441751382,-21.8485259980222,-573.556418149048,-610.555906503387,-391.007598863727,-320.071270839052,-303.400227126457,-205.432735712518,-2.28034117013345
2018-07-01 19:00:00,182,1140,-20.5845911750863,-21.9297457108364,-28.2425581820064,-161.244624080098,-585.242432929062,-387.899107628937,-319.750777396654,-303.148744731858,-205.455890312797,-2.28034117013345
2018-07-01 20:00:00,182,1200,-25.4017393873285,-27.0224155965172,-34.0077037211529,-99.6115367603516,-557.656138022753,-384.330821851974,-319.29993697024,-302.816515173727,-205.479010193639,-2.28034117013345
2018-07-01 21:00:00,182,1260,-29.9012795472001,-31.7030200333443,-38.9663192392524,-88.0828956643596,-522.481531411445,-380.352219476161,-318.724888551276,-302.40756303102,-205.502075302999,-2.28034117013345
2018-07-01 22:00:00,182,1320,-33.9861002566826,-35.9914347932902,-43.4584960967512,-87.2556986075756,-475.769590971772,-375.985069293966,-318.025777395076,-301.922133846316,-205.525061923377,-2.28034117013345
2018-07-01 23:00:00,182,1380,-37.949541366175,-40.0483891059675,-47.7075479512641,-88.6887931758038,-420.27925845833,-371.396632729127,-317.248357529927,-301.389118477804,-205.547952207946,-2.28034117013345
2018-07-02,183,0,-45.2825497073293,-47.6604617453724,-55.6576739473218,-91.9569769324108,-314.514177147389,-361.811702026889,-315.554782374798,-300.241229624899,-205.593402221396,-2.28034117013345
2018-07-02 01:00:00,183,60,-48.9488684547596,-51.3084679830208,-59.3713177253934,-93.6361233737115,-275.107297698259,-356.821586957326,-314.66390978582,-299.642455750081,-205.615948585755,-2.28034117013345
2018-07-02 02:00:00,183,120,-52.7795247727367,-54.9393213192735,-62.9605598122681,-95.4520097373104,-245.568957102975,-351.671675086645,-313.754773099374,-299.034268247657,-205.638369990616,-2.28034117013345
2018-07-02 03:00:00,183,180,-56.5083909799425,-58.5387686381519,-66.4627715677397,-97.4005828742267,-224.090190014262,-346.332677150045,-312.831604306932,-298.419445948952,-205.660663492943,-2.28034117013345
2018-07-02 04:00:00,183,240,-60.2036051078472,-62.0912338071339,-69.8910932384762,-99.4515662253171,-208.640912486749,-340.789821360808,-311.898365653109,-297.800616735746,-205.682826911894,-2.28034117013345
2018-07-02 05:00:00,183,300,-63.5693866498152,-65.5468239231381,-73.2455483170732,-101.568618532331,-197.500615886171,-335.042065078316,-310.956962429804,-297.179131080201,-205.704858613593,-2.28034117013345
2018-07-02 06:00:00,183,360,-66.8785990525951,-68.8977470951263,-76.516755853738,-103.726291137505,-189.385602459434,-329.11312168767,-310.010285781815,-296.556987150666,-205.72675745291,-2.28034117013345
2018-07-02 07:00:00,183,420,-70.1709489180131,-72.1785386299342,-79.7071986789769,-105.90437894292,-183.386585052531,-323.043183785373,-309.060467348522,-295.935727143431,-205.748522793853,-2.28034117013345
2018-07-02 08:00:00,183,480,-73.0383827798601,-75.3472696567308,-82.8180564394176,-108.083516472465,-178.87235921442,-316.880200526182,-308.107594348644,-295.315620602006,-205.770154249194,-2.28034117013345
2018-07-02 09:00:00,183,540,-75.9974838213613,-78.4143517667516,-85.8458700642276,-110.255800965635,-175.42563219793,-310.687105608334,-307.153822811197,-294.698268485134,-205.791651728376,-2.28034117013345
2018-07-02 10:00:00,183,600,-79.2046948116995,-81.4540664133501,-88.7998076279034,-112.413886950051,-172.765358795848,-304.527587445528,-306.200660242877,-294.0848761029,-205.813015557698,-2.28034117013345
2018-07-02 11:00:00,183,660,-82.025435007345,-84.4435878796397,-91.6917421979567,-114.546435109764,-170.693486474657,-298.456634589573,-305.247359170281,-293.475226118354,-205.834246198963,-2.28034117013345
2018-07-02 12:00:00,183,720,-84.7853411102243,-87.3511625034042,-94.5232783568569,-116.650889104726,-169.079934169566,-292.528415688899,-304.294673405047,-292.870059610733,-205.85534421376,-2.28034117013345
2018-07-02 13:00:00,183,780,-87.7815761269757,-90.2214879575169,-97.2960773968989,-118.72692795066,-167.835604247665,-286.790086061007,-303.343562801933,-292.270247235602,-205.876310417231,-2.28034117013345
2018-07-02 14:00:00,183,840,-15.251172243035,-18.095929866546,-38.8627807587816,-116.387038225572,-166.396167868371,-280.967203019542,-302.284998064594,-291.606517956937,-205.897136963068,-2.28034117013345
2018-07-02 15:00:00,183,900,-22.9139758839347,-24.986719986126,-34.8751950198365,-92.6125562082642,-163.712771349763,-275.141729861847,-301.139433351536,-290.892210900703,-205.917800457579,-2.28034117013345
2018-07-02 16:00:00,183,960,-28.0141893698505,-29.8190363957465,-37.5355869090098,-75.4817290016891,-157.160025634434,-269.468473987774,-299.964155716811,-290.164132343472,-205.938292621185,-2.28034117013345
2018-07-02 17:00:00,183,1020,-32.0826245349233,-33.751511090245,-40.4648256503148,-69.0128525530207,-146.714628369139,-263.901494564338,-298.768877286298,-289.428726061008,-205.958609457704,-2.28034117013345
2018-07-02 18:00:00,183,1080,-35.6241090118158,-37.1846728688805,-43.2913663867515,-66.972685563918,-135.541934957042,-258.324548972426,-297.559121504334,-288.689770132384,-205.978748373651,-2.28034117013345
2018-07-02 19:00:00,183,1140,-38.8197386429745,-40.2944616809965,-45.9839229139572,-66.7163277871425,-126.169210235327,-252.610315070071,-296.338062367505,-287.949570574399,-205.998707657348,-2.28034117013345
2018-07-02 20:00:00,183,1200,-41.7425835499062,-43.170045197568,-48.5525085375326,-67.2942956928044,-119.239896893675,-246.678131219749,-295.107481390987,-287.209597714612,-206.018486154627,-2.28034117013345
2018-07-02 21:00:00,183,1260,-44.4598460607095,-45.8639619342944,-51.0115971441264,-68.3106708618116,-114.393890010309,-240.521610397255,-293.868678125047,-286.471090135145,-206.03808312379,-2.28034117013345
2018-07-02 22:00:00,183,1320,-46.9874783686842,-48.4056930142369,-53.373390409335,-69.5720544563308,-111.068319069019,-234.201677071748,-292.622236559962,-285.734912729508,-206.057498146614,-2.28034117013345
2018-07-02 23:00:00,183,1380,-49.7380625355951,-50.9025079946576,-55.6628034655545,-70.9783183372687,-108.806835225294,-227.828372801374,-291.370534864922,-285.003171379486,-206.076731298199,-2.28034117013345
2018-07-03,184,0,-55.1204922372991,-55.8212205948848,-60.1361852896468,-74.0224209668207,-106.308121451682,-215.395165899562,-288.848941238353,-283.554038096667,-206.114653747186,-2.28034117013345
2018-07-03 01:00:00,184,60,-57.5519123448355,-58.2131302584745,-62.3340048140598,-75.609229238052,-105.728496314073,-209.544207797296,-287.577564310086,-282.837063172935,-206.13334425651,-2.28034117013345
2018-07-03 02:00:00,184,120,-60.5503229638658,-60.6359871859372,-64.5090875776601,-77.2250139184184,-105.467211892996,-204.044427773677,-286.300767314726,-282.127128531998,-206.151855455648,-2.28034117013345
2018-07-03 03:00:00,184,180,-63.9176438300441,-63.187072204404,-66.6976195237964,-78.8631981126181,-105.461113436985,-198.941725285407,-285.018224776909,-281.424664605602,-206.170188714107,-2.28034117013345
2018-07-03 04:00:00,184,240,-66.745669417722,-65.7501849331952,-68.9124206097791,-80.5188951261848,-105.656203027661,-194.253964206136,-283.726886786121,-280.728255454429,-206.188345235177,-2.28034117013345
2018-07-03 05:00:00,184,300,-69.514901102478,-68.2601044449526,-71.1298827252055,-82.1945862295184,-106.018704255287,-189.987622629364,-282.426877357879,-280.038463425388,-206.206326131492,-2.28034117013345
2018-07-03 06:00:00,184,360,-71.7059245670979,-70.6554621092858,-73.3238417924657,-83.8819163273254,-106.51697224636,-186.131831394633,-281.116429586092,-279.354504010696,-206.224132475402,-2.28034117013345
2018-07-03 07:00:00,184,420,-73.5116288812628,-72.8806361664961,-75.4652944064429,-85.5723796241287,-107.1274945617,-182.669066581505,-279.795212073076,-278.676409666606,-206.241765244306,-2.28034117013345
2018-07-03 08:00:00,184,480,-74.9587348071903,-74.9210731635418,-77.5300844722255,-87.2546029095718,-107.829219680449,-179.575508033531,-278.462864974201,-278.004062840695,-206.259225414726,-2.28034117013345
2018-07-03 09:00:00,184,540,-76.3813386650044,-76.8093753032449,-79.5067082332888,-88.9193050879791,-108.60560003322,-176.825480378247,-277.120000527719,-277.337850737898,-206.276514032907,-2.28034117013345
2018-07-03 10:00:00,184,600,-78.4299778396545,-78.6747426428068,-81.4074947057612,-90.5629728582023,-109.44572883449,-174.394147719586,-275.768631798776,-276.678950780153,-206.293632440125,-2.28034117013345
2018-07-03 11:00:00,184,660,-80.22420957626,-80.5418630744052,-83.2566107152958,-92.1772989502535,-110.331753975447,-172.250504459341,-274.407814028387,-276.026451608218,-206.310582011626,-2.28034117013345
2018-07-03 12:00:00,184,720,-82.1794514081969,-82.3984245906773,-85.0703232214299,-93.7649663214659,-111.254254214664,-170.367979109269,-273.038830382181,-275.380791204272,-206.327364085612,-2.28034117013345
2018-07-03 13:00:00,184,780,-84.2417449806319,-84.2692391175574,-86.8588939736467,-95.3290110104819,-112.20504271353,-168.720485708288,-271.662672660205,-274.74209660321,-206.343980112617,-2.28034117013345
2018-07-03 14:00:00,184,840,-17.5882980136814,-20.8009439873446,-41.5818612577682,-93.4628513109961,-112.872353923271,-167.122918188816,-270.194386426619,-274.052989426103,-206.360423106136,-2.28034117013345
2018-07-03 15:00:00,184,900,-24.979915677699,-27.1358634280115,-37.0334996224074,-78.5226458229633,-112.375258010774,-165.588346914893,-268.663374691327,-273.332534086789,-206.376673579267,-2.28034117013345
2018-07-03 16:00:00,184,960,-29.8503321425131,-31.5631001910678,-38.9021555739451,-67.597608420095,-109.137009180633,-164.121559541544,-267.110827226276,-272.607581123135,-206.392726467942,-2.28034117013345
2018-07-03 17:00:00,184,1020,-33.6139080906571,-35.1023536590879,-41.2117109216915,-63.0906635286871,-103.870250054805,-162.600690602557,-265.543185174336,-271.881721741867,-206.408579849292,-2.28034117013345
2018-07-03 18:00:00,184,1080,-36.7563614877155,-38.1144009002394,-43.4829678276163,-61.5445682479522,-98.5783986047647,-160.883089753808,-263.964505144494,-271.157035957458,-206.424232676787,-2.28034117013345
2018-07-03 19:00:00,184,1140,-39.5798385027037,-40.7992097269969,-45.6493418601274,-61.3085166703263,-94.3558276031831,-158.878614405034,-262.377951605607,-270.435192727137,-206.43968453836,-2.28034117013345
2018-07-03 20:00:00,184,1200,-42.0988202558739,-43.2461317850396,-47.7149968117749,-61.7183749564226,-91.3262709835317,-156.577375190608,-260.78463369052,-269.716722039567,-206.454935391663,-2.28034117013345
2018-07-03 21:00:00,184,1260,-44.4752058457895,-45.5250815374129,-49.6904874514446,-62.4775958963226,-89.2609269157534,-154.039950732487,-259.185797790698,-269.002511997729,-206.469985460621,-2.28034117013345
2018-07-03 22:00:00,184,1320,-46.5432535453446,-47.6378288941056,-51.5837178201756,-63.4336016151079,-87.9023536303837,-151.361367320379,-257.580712896545,-268.292323396898,-206.484835077329,-2.28034117013345
2018-07-03 23:00:00,184,1380,-48.9926052950561,-49.7261772966075,-53.4149284032958,-64.5088463877662,-87.0630208186323,-148.650381620529,-255.972103077967,-267.588439879367,-206.499485000473,-2.28034117013345
2018-07-04,185,0,-53.5120096159921,-53.8195890863482,-57.0069129494281,-66.8578423212134,-86.4328527298075,-143.468431506932,-252.738658027881,-266.197595106707,-206.528189707708,-2.28034117013345
2018-07-04 01:00:00,185,60,-56.4064601366381,-55.9496051098551,-58.7937658499355,-68.1031713853135,-86.4920839246338,-141.119780737394,-251.115850206151,-265.512877346197,-206.542246892774,-2.28034117013345
2018-07-04 02:00:00,185,120,-59.5940330335378,-58.227754968479,-60.6252711751176,-69.3895396136424,-86.7345901539362,-138.977470559258,-249.489303474784,-264.83586517958,-206.556109523077,-2.28034117013345
2018-07-04 03:00:00,185,180,-62.4963630031629,-60.5554423391357,-62.5084083728351,-70.7167745909641,-87.1229946048881,-137.050987327488,-247.857456379219,-264.165500352647,-206.569779160519,-2.28034117013345
2018-07-04 04:00:00,185,240,-65.043393477224,-62.8303509936414,-64.4144091148749,-72.08322166379,-87.6313353595223,-135.33984009821,-246.219924599581,-263.501332544722,-206.583257122937,-2.28034117013345
2018-07-04 05:00:00,185,300,-67.2935167478974,-65.0043228112033,-66.3092590305284,-73.4809055436262,-88.2401222691112,-133.836753300848,-244.577099598833,-262.843233030963,-206.596544648372,-2.28034117013345
2018-07-04 06:00:00,185,360,-69.0604569216316,-67.0292702310798,-68.1644887467802,-74.8962138296849,-88.9310657598193,-132.529008520911,-242.929181145347,-262.190715333129,-206.609642874955,-2.28034117013345
2018-07-04 07:00:00,185,420,-70.6546442617871,-68.9022419121921,-69.958240717816,-76.3171632661711,-89.6899290806359,-131.402887260789,-241.277671594848,-261.544008513704,-206.62255292621,-2.28034117013345
2018-07-04 08:00:00,185,480,-71.3616034690424,-70.5467598239219,-71.6693344859947,-77.7263985523558,-90.4980245984223,-130.440050537698,-239.622226594641,-260.901832911018,-206.635275719559,-2.28034117013345
2018-07-04 09:00:00,185,540,-72.3349101336238,-72.0058465597544,-73.2791817994129,-79.1171720852798,-91.3472210356512,-129.627265615791,-237.966179238957,-260.265378695673,-206.647812218255,-2.28034117013345
2018-07-04 10:00:00,185,600,-73.8466484168772,-73.441933004706,-74.8031200998664,-80.4828068649149,-92.2293071292027,-128.950965151048,-236.312508516714,-259.635449016484,-206.660163781581,-2.28034117013345
2018-07-04 11:00:00,185,660,-75.0421297062193,-74.8599901279613,-76.2697159546735,-81.8151457220133,-93.1305915572147,-128.394357820592,-234.661871936647,-259.011060665026,-206.672331727985,-2.28034117013345
2018-07-04 12:00:00,185,720,-76.3170094404972,-76.2395375038935,-77.6920878286966,-83.116794252925,-94.0443528777483,-127.944256760005,-233.016795416714,-258.392509223921,-206.684317290305,-2.28034117013345
2018-07-04 13:00:00,185,780,-77.7802364585775,-77.620044799525,-79.0794203956716,-84.3911413919801,-94.9656830937212,-127.588424248198,-231.379730283744,-257.779990856458,-206.696121817699,-2.28034117013345
2018-07-04 14:00:00,185,840,-31.1289451601315,-38.4776005877568,-64.7449834261881,-84.813877067321,-95.7518471377513,-127.246885347394,-229.711084779671,-257.142755757777,-206.707741173338,-2.28034117013345
2018-07-04 15:00:00,185,900,-39.0368950171247,-43.0158027264335,-57.5329554575753,-82.3553657142515,-96.2620671046311,-126.936856215658,-228.03466189439,-256.496890697655,-206.719165948538,-2.28034117013345
2018-07-04 16:00:00,185,960,-43.9409529387124,-46.7660733008608,-56.8700354929997,-79.0539387492074,-96.2089271269312,-126.659318495185,-226.366457973616,-255.852717806832,-206.730394790365,-2.28034117013345
2018-07-04 17:00:00,185,1020,-47.7556497047083,-49.8940365639844,-57.7761724181979,-76.7189086204388,-95.6097490750472,-126.384055248025,-224.710744168288,-255.211986371419,-206.741427753629,-2.28034117013345
2018-07-04 18:00:00,185,1080,-50.6666116417986,-52.5638645576216,-59.1325659635564,-75.468897613538,-94.7382890047391,-126.073943295367,-223.068901355807,-254.574433882451,-206.752265129674,-2.28034117013345
2018-07-04 19:00:00,185,1140,-53.4474285037399,-54.9603694332696,-60.6240288679003,-74.9927867378331,-93.8644076765289,-125.707096647454,-221.444447709071,-253.941604980254,-206.762907507589,-2.28034117013345
2018-07-04 20:00:00,185,1200,-55.908404122569,-57.1697964333318,-62.1590825449645,-75.0162207044223,-93.1347999230555,-125.275277492248,-219.838405317025,-253.313386964792,-206.773355749222,-2.28034117013345
2018-07-04 21:00:00,185,1260,-58.1835141498955,-59.2348351355889,-63.6984587401099,-75.3630268506182,-92.6018502296815,-124.785868952975,-218.251920023769,-252.68998204212,-206.783610759948,-2.28034117013345
2018-07-04 22:00:00,185,1320,-60.2782041462696,-61.1803976079486,-65.2239333144765,-75.9227378686608,-92.2662943249139,-124.255277979252,-216.685656939109,-252.071417258159,-206.793673508502,-2.28034117013345
2018-07-04 23:00:00,185,1380,-62.8283013507654,-63.124021102366,-66.7400169875373,-76.6307666255778,-92.11344961221,-123.706573886323,-215.141753882157,-251.458998239918,-206.803545282886,-2.28034117013345
2018-07-05,186,0,-67.4886419825737,-66.99605568531,-69.7998226933974,-78.3302150045846,-92.2481050060352,-122.627949964775,-212.119511006431,-250.250515757291,-206.82272136549,-2.28034117013345
2018-07-05 01:00:00,186,60,-70.1064348560401,-68.9540299994195,-71.3457591146698,-79.2823440591448,-92.4947416515807,-122.130904720959,-210.642636220828,-249.65523362417,-206.832028511283,-2.28034117013345
2018-07-05 02:00:00,186,120,-73.0504435683874,-70.994346325615,-72.9169155228025,-80.287334860129,-92.8392719263749,-121.67786256457,-209.189502872124,-249.066397276273,-206.84115060019,-2.28034117013345
2018-07-05 03:00:00,186,180,-75.700603521071,-73.0686763759372,-74.5200662346189,-81.3354877089672,-93.2650041047932,-121.274129544859,-207.759466839547,-248.48328884541,-206.85008925829,-2.28034117013345
2018-07-05 04:00:00,186,240,-78.1468497770291,-75.1114889048215,-76.143049559717,-82.4218613509921,-93.7605001102716,-120.92348313693,-206.352725431891,-247.905817698498,-206.858845979956,-2.28034117013345
2018-07-05 05:00:00,186,300,-80.4243277862491,-77.0995394330068,-77.7682306522733,-83.540307777795,-94.3164665045416,-120.627599308967,-204.969560248268,-247.333921052239,-206.867422251344,-2.28034117013345
2018-07-05 06:00:00,186,360,-82.1095989342597,-78.9747230735414,-79.3764026350953,-84.6806306871359,-94.9223936086031,-120.385284134025,-203.609578817196,-246.766961451531,-206.875819421832,-2.28034117013345
2018-07-05 07:00:00,186,420,-83.1270681658154,-80.6580977032458,-80.9412781902767,-85.832473894094,-95.569172959851,-120.194483149099,-202.272656500616,-246.204484863369,-206.884038632705,-2.28034117013345
2018-07-05 08:00:00,186,480,-83.589898243426,-82.102607009282,-82.4332492890044,-86.9847936626324,-96.2487516608036,-120.052636645807,-200.958903769704,-245.646204337009,-206.8920808879,-2.28034117013345
2018-07-05 09:00:00,186,540,-84.2664470312472,-83.3666620963978,-83.8352902982071,-88.1298067922649,-96.9569677033075,-119.958517504276,-199.669523977902,-245.092704268521,-206.89994729039,-2.28034117013345
2018-07-05 10:00:00,186,600,-85.4958608657849,-84.5862166095432,-85.1562302272215,-89.260764077266,-97.6896969485358,-119.91059463061,-198.405692681979,-244.544543302748,-206.90763920979,-2.28034117013345
2018-07-05 11:00:00,186,660,-86.4196961330253,-85.7817659740971,-86.4162594394701,-90.3680859016182,-98.4372658179947,-119.904221758258,-197.166930063869,-244.000934938127,-206.915157961917,-2.28034117013345
2018-07-05 12:00:00,186,720,-87.3927132193531,-86.9328984091976,-87.6292114910967,-91.4513768729315,-99.1950322061031,-119.936569606296,-195.953911261245,-243.462053921436,-206.922504770246,-2.28034117013345
2018-07-05 13:00:00,186,780,-88.3889125459134,-88.0551771322492,-88.8017386065945,-92.5111026613034,-99.9586510205413,-120.004382151001,-194.767048816971,-242.927882469544,-206.92968090794,-2.28034117013345
2018-07-05 14:00:00,186,840,-32.6656963278059,-41.6402223470087,-73.8383659832528,-92.865256783898,-100.569473374818,-120.033103510447,-193.567561306641,-242.366011213312,-206.936681104025,-2.28034117013345
2018-07-05 15:00:00,186,900,-41.5026934373278,-46.2852295527155,-64.2167083560724,-90.6202355943085,-100.971096241975,-120.051158178247,-192.376653253789,-241.794046277085,-206.943493937681,-2.28034117013345
2018-07-05 16:00:00,186,960,-46.8388857160399,-50.247763690746,-62.5331993044707,-87.0810072904236,-100.936737883489,-120.070669973108,-191.206799604531,-241.222238962974,-206.950117584963,-2.28034117013345
2018-07-05 17:00:00,186,1020,-50.9481526926674,-53.5322356962254,-62.9813832232298,-84.162422332344,-100.403586284956,-120.077021481443,-190.060636131093,-240.652714439724,-206.956551814469,-2.28034117013345
2018-07-05 18:00:00,186,1080,-54.1659167313331,-56.3369297028687,-64.0801543097994,-82.2944722341729,-99.544596276973,-120.046477824014,-188.938431834048,-240.08571335335,-206.962796850821,-2.28034117013345
2018-07-05 19:00:00,186,1140,-57.2457811093037,-58.8554417471388,-65.4073199656703,-81.2819238462521,-98.5942602927583,-119.962273702555,-187.841724652289,-239.522684626701,-206.968853327319,-2.28034117013345
2018-07-05 20:00:00,186,1200,-59.9274101151996,-61.1773020068607,-66.8278404387593,-80.8611008963793,-97.7137195643655,-119.814378299846,-186.769846619009,-238.96336684893,-206.974722121417,-2.28034117013345
2018-07-05 21:00:00,186,1260,-62.2666426507972,-63.3128434210666,-68.2775913341329,-80.8395712612501,-96.9836143863936,-119.604345132146,-185.722270434658,-238.407773066315,-206.980404075665,-2.28034117013345
2018-07-05 22:00:00,186,1320,-64.3645465164465,-65.2838186335545,-69.7188196220847,-81.088499740056,-96.4289268729268,-119.342193803561,-184.698375296624,-237.855965204495,-206.985900065226,-2.28034117013345
2018-07-05 23:00:00,186,1380,-66.2302932258901,-67.1088940110418,-71.1317361639127,-81.5216921403105,-96.0453077360904,-119.04263857175,-183.69744684473,-237.308013913866,-206.991211011411,-2.28034117013345
2018-07-06,187,0,-70.2049031662552,-70.5727573687435,-73.8734333178449,-82.7353585778582,-95.7270095317705,-118.39852400116,-181.76319341475,-236.225475250989,-207.001282395578,-2.28034117013345
2018-07-06 01:00:00,187,60,-72.3623499911215,-72.2659572849553,-75.2190797103252,-83.4536485567518,-95.7524954103131,-118.082701550917,-180.828471037585,-235.691112719863,-207.006045339906,-2.28034117013345
2018-07-06 02:00:00,187,120,-74.8310983132941,-74.0149230693614,-76.5668449754599,-84.224646842159,-95.8790453863165,-117.786961238657,-179.914940000292,-235.161870661796,-207.010628419708,-2.28034117013345
2018-07-06 03:00:00,187,180,-77.1184307256649,-75.7968294399945,-77.9304777705068,-85.0371153838003,-96.0898077296454,-117.51807521839,-179.021426211083,-234.6372915414,-207.015033137254,-2.28034117013345
2018-07-06 04:00:00,187,240,-79.2011265395443,-77.554969230545,-79.3067088540374,-85.8852157664193,-96.3721177796168,-117.281021639447,-178.14720359693,-234.117225478299,-207.019260878304,-2.28034117013345
2018-07-06 05:00:00,187,300,-81.3918922937817,-79.2931397963193,-80.6867013776687,-86.7656118166586,-96.7176582746244,-117.079764373289,-177.292147907418,-233.601961956818,-207.023313089346,-2.28034117013345
2018-07-06 06:00:00,187,360,-83.1529994658459,-80.9792832467934,-82.0618215948408,-87.6701216988616,-97.11586368079,-116.914857715708,-176.455258274754,-233.090936101978,-207.027191150717,-2.28034117013345
2018-07-06 07:00:00,187,420,-84.3075673579805,-82.5300804073267,-83.4145331492884,-88.5909777938709,-97.5577484794393,-116.785840400107,-175.635747983807,-232.583696287937,-207.030896219487,-2.28034117013345
