"dates","DOY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
2019-07-01,182,0,21.2345814975688,19.9751625443355,19.8336748903798,19.9946889814728,20.3086458921,20.5908928053197,20.9124515711864,21.0162137345522,21.0177834342241,21.1154036747292
2019-07-01 01:00:00,182,60,22.2052464793712,20.5433758078308,20.2297625846141,20.1343687918094,20.3289346934482,20.5638590253241,20.8891727178221,21.0140732918394,21.0179479084297,21.1154036747292
2019-07-01 02:00:00,182,120,23.0667032669858,21.198695434891,20.6491269538806,20.3231318515115,20.3821035129858,20.5539971455135,20.8671748747479,21.0115662563551,21.0181031893659,21.1154036747292
2019-07-01 03:00:00,182,180,23.2422324813687,21.630483508075,21.035647678215,20.538552187528,20.4646418088758,20.5629444134954,20.8477658986889,21.0087382527442,21.0182480937664,21.1154036747292
2019-07-01 04:00:00,182,240,22.8333913792231,21.7647921484134,21.2683836760093,20.7351828547308,20.563924353142,20.5898661280302,20.8321368280162,21.0056572794469,21.0183816491949,21.1154036747292
2019-07-01 05:00:00,182,300,22.5734615656642,21.7444348339879,21.3539937490974,20.8769561541409,20.6609942861293,20.6300371721551,20.8211072434075,21.0024086919165,21.0185031650995,21.1154036747292
2019-07-01 06:00:00,182,360,22.3203548028519,21.7213877055184,21.3929875601657,20.9716500312277,20.7440695524712,20.6764053053045,20.8148947742959,20.9990854327091,21.0186122768324,21.1154036747292
2019-07-01 07:00:00,182,420,21.0823073939511,21.4555592092824,21.3301962671843,21.0279081000828,20.8111952812542,20.7232299176691,20.8131549017727,20.9957765243489,21.0187089498506,21.1154036747292
2019-07-01 08:00:00,182,480,19.785428728545,20.879972787922,21.0519896286897,21.007250050071,20.8538398750729,20.7658648519638,20.8151854140995,20.9925587045533,21.0187934474777,21.1154036747292
2019-07-01 09:00:00,182,540,19.1349730315293,20.3883024839738,20.7125708106954,20.9079674238675,20.8599653416911,20.7980268001874,20.8199307447562,20.9894905173642,21.018866274662,21.1154036747292
2019-07-01 10:00:00,182,600,18.5763429053227,20.009334099462,20.4167422599773,20.7762280538307,20.8331232416077,20.8146796917154,20.8259708852685,20.9866057036534,21.0189280998694,21.1154036747292
