"dates","DOY","TIME","WC0cm","WC2.5cm","WC5cm","WC10cm","WC15cm","WC20cm","WC30cm","WC50cm","WC100cm","WC200cm"
2020-07-01,183,0,0.166926210348527,0.119999082861646,0.149763729364841,0.200421593339438,0.252108913683306,0.298800625630237,0.299842568046592,0.29989476395303,0.299996821363838,0.507327942027505
2020-07-01 01:00:00,183,60,0.180922709185275,0.119999557010768,0.149533481296839,0.200863702631213,0.254148247895801,0.297708686202788,0.299684522345174,0.299789586848711,0.299993580067116,0.507327942027505
2020-07-01 02:00:00,183,120,0.18795965818648,0.120001602390061,0.149310423120143,0.201327558300246,0.256098344788499,0.29671688204736,0.299526833351871,0.299685152767763,0.299990276892975,0.507327942027505
2020-07-01 03:00:00,183,180,0.192176581101193,0.120005479987636,0.149093937199838,0.201814689410374,0.257946061911669,0.2958193875402,0.299370659277406,0.299582249034436,0.299986912960328,0.507327942027505
2020-07-01 04:00:00,183,240,0.193704896827253,0.120011461097851,0.148884061517795,0.202326821799887,0.259682563972472,0.295009913314612,0.299216767640163,0.299481385445173,0.299983489664786,0.507327942027505
2020-07-01 05:00:00,183,300,0.194389530616349,0.120019717565657,0.148682981399321,0.202865725111517,0.261302100716669,0.294281292558465,0.299065412833644,0.299382716993883,0.299980008523179,0.507327942027505
2020-07-01 06:00:00,183,360,0.195672822089436,0.120030380172067,0.148492483882241,0.203434126744855,0.262805226403919,0.29362784169819,0.298917144851822,0.299286586773936,0.299976471144862,0.507327942027505
2020-07-01 07:00:00,183,420,0.201162622417626,0.120043630056328,0.148311266943115,0.204035218464527,0.264190011861934,0.293040944584881,0.298771332107935,0.299192542683123,0.299972879068509,0.507327942027505
2020-07-01 08:00:00,183,480,0.207433266530566,0.120059399943073,0.148142331688631,0.204672136209017,0.265458041810651,0.292512967964723,0.298627460733575,0.299100207246996,0.299969233618833,0.507327942027505
2020-07-01 09:00:00,183,540,0.212594547490945,0.120077787408824,0.147984075779309,0.205348487893331,0.26661178537828,0.292036201400158,0.298484795981446,0.299009052714428,0.299965535889295,0.507327942027505
2020-07-01 10:00:00,183,600,0.217313273535247,0.120098884305689,0.147835425249618,0.206068105674522,0.267654923214001,0.291603331458909,0.298342551551663,0.29891851525493,0.299961786707383,0.507327942027505
2020-07-01 11:00:00,183,660,0.220499993082083,0.120122778200176,0.147695766014417,0.2068353133892,0.268594019054712,0.291208439099412,0.298200245431976,0.298828233388877,0.299957986682934,0.507327942027505
2020-07-01 12:00:00,183,720,0.222931807283075,0.120149578798368,0.14756444398916,0.207655044134238,0.269433456565408,0.290844719661163,0.298056939500255,0.29873754014593,0.299954136178223,0.507327942027505
2020-07-01 13:00:00,183,780,0.224246108883267,0.120179383221936,0.147440969016578,0.208533198590874,0.270179609405549,0.29050650231532,0.297911928643399,0.298645924308959,0.299950235289052,0.507327942027505
2020-07-01 14:00:00,183,840,0.56640625,0.389759572965704,0.147339222087684,0.209483510053682,0.271012148904285,0.290265977968775,0.297790954322712,0.298570576818151,0.299946285678179,0.507327942027505
