"dates","DOY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
2018-07-01,182,0,21.9747993855156,22.2155938369917,22.4153219567551,22.6175499438151,22.8243969966055,22.9820793661729,23.1597994287643,23.2380969272244,23.2590412940493,23.6757187920521
2018-07-01 01:00:00,182,60,23.4915164177288,22.6999821945181,22.5636030427674,22.6508310017282,22.8174116348954,22.9658697099599,23.1481810262762,23.2366361340018,23.2597127683765,23.6757187920521
2018-07-01 02:00:00,182,120,23.7037805899035,23.076488411036,22.8203584659291,22.7398828211614,22.8307181095318,22.9551371845936,23.136815558687,23.2349973754848,23.2603752936435,23.6757187920521
2018-07-01 03:00:00,182,180,23.9964460879009,23.330176080083,23.0242138381334,22.8487638623358,22.8652037663388,22.9533875540295,23.1262523075381,23.2331951427352,23.2610283199062,23.6757187920521
2018-07-01 04:00:00,182,240,23.9621954389724,23.5071203232996,23.1931066104879,22.9579118595191,22.9123055012864,22.961320737567,23.1171541126458,23.2312556442079,23.261671370231,23.6757187920521
2018-07-01 05:00:00,182,300,23.8246683571873,23.5317881750967,23.2682880932301,23.0481398818335,22.9635176684553,22.977479599508,23.1100629009805,23.2292162576269,23.2623040819974,23.6757187920521
2018-07-01 06:00:00,182,360,23.0611161846003,23.3730509058301,23.242981552815,23.1046676483264,23.0096631020992,22.9987111504794,23.1052695386636,23.227121545168,23.2629262389559,23.6757187920521
2018-07-01 07:00:00,182,420,22.0318856282593,22.9473610023208,23.0451009249265,23.0998089298344,23.0394845818793,23.0207706301612,23.1027339808479,23.2250173635988,23.2635377855882,23.6757187920521
2018-07-01 08:00:00,182,480,21.5821970153721,22.5170230316509,22.7557689994821,23.0218701524779,23.0408453974637,23.0378352035193,23.1020194865223,23.2229438689611,23.264138818837,23.6757187920521
2018-07-01 09:00:00,182,540,21.6722108810956,22.361370483147,22.5647354546297,22.9168568877503,23.0144972341184,23.0446541191445,23.1022755672286,23.220927575405,23.2647295535884,23.6757187920521
2018-07-01 10:00:00,182,600,21.7772745066906,22.3375887296052,22.4832513418429,22.8336156305023,22.9764695051821,23.0404498561497,23.102499090967,23.218975774244,23.2653102631865,23.6757187920521
2018-07-01 11:00:00,182,660,21.8258572559851,22.3230113485885,22.4442311806018,22.7769589905213,22.9397329234893,23.0285122140865,23.1019331030169,23.2170780977375,23.2658812125237,23.6757187920521
2018-07-01 12:00:00,182,720,21.7877679588802,22.296691574798,22.4180368492833,22.736551454622,22.9080124627876,23.0126459152667,23.1002180856073,23.2152137259806,23.2664426083067,23.6757187920521
