"dates","DOY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
2020-07-01,183,0,24.8734727625475,24.8692255669906,25.0945193125098,25.3536804672194,25.6904316568118,25.9663680955179,26.3093402015535,26.4893495052576,26.5011628403474,26.4257719246148
2020-07-01 01:00:00,183,60,26.7850236414975,25.5071240092933,25.3059238279986,25.4327988650507,25.690877749484,25.9397731883958,26.2862667507417,26.4858204784937,26.5009756689332,26.4257719246148
2020-07-01 02:00:00,183,120,27.0801594177183,25.9992823403877,25.6748932914333,25.5704936246025,25.7191637310794,25.9244878206927,26.2642342243888,26.4819571092608,26.5007762680853,26.4257719246148
2020-07-01 03:00:00,183,180,27.4228328875465,26.2727252793776,25.9340144743549,25.7243920417753,25.7736945218638,25.9239687178736,26.2442235674985,26.4777969652433,26.5005635719132,26.4257719246148
2020-07-01 04:00:00,183,240,27.1242614807109,26.4520930909112,26.1381060871633,25.8669277025626,25.8410632219338,25.9376412454993,26.2272255738664,26.4733957194565,26.5003366872875,26.4257719246148
2020-07-01 05:00:00,183,300,26.2899012459925,26.3277540805239,26.1727977313905,25.9723990073505,25.9091845136283,25.9621183725723,26.2139144888276,26.4688235265253,26.5000949540983,26.4257719246148
2020-07-01 06:00:00,183,360,25.8147002264691,26.096937904716,26.0787553139721,26.0124512070698,25.9622920273316,25.9914723632927,26.2044846199046,26.464157092741,26.4998379809558,26.4257719246148
2020-07-01 07:00:00,183,420,24.6168779609697,25.7776662954311,25.9277632456473,26.0030902012346,25.993107877654,26.0187209280552,26.1985351171882,26.4594691107259,26.4995656492682,26.4257719246148
2020-07-01 08:00:00,183,480,23.7930073825765,25.2888858295509,25.639479975932,25.9345983217939,25.9979344799566,26.0387223742897,26.1952007080598,26.4548180091985,26.4992780780639,26.4257719246148
2020-07-01 09:00:00,183,540,23.5077530419299,24.9602938588874,25.3749536565547,25.821013718725,25.9736336947091,26.046865613034,26.1933218717657,26.4502414291576,26.4989755588375,26.4257719246148
2020-07-01 10:00:00,183,600,23.2921123467526,24.7416192309351,25.1751821621923,25.7032502704005,25.9289202964571,26.0412323236348,26.1915921775315,26.4457523434158,26.4986584727615,26.4257719246148
