QSOL,QIRIN,QGEN,QEVAP,QIROUT,QCONV,QCOND,ENB,NTRY,SUCCESS,dates,site,species
0,41.92875521207262,2.811486503645857,0.536158794754277,43.98901514918235,0.21701110798246437,-0,-0.0019433362006022747,2,1,2019-01-01T00:00:00Z,CU6,archeri
0,34.53129162624202,2.7523468662323465,0.43390999457141943,34.969185828466514,1.8838417354359054,-0,-0.0032990659995051352,1,1,2019-01-01T01:00:00Z,CU6,archeri
0,34.09376301216356,2.735028129900778,0.44219205545748647,34.44944217684892,1.9406338360715174,-0,-0.003476926313692008,1,1,2019-01-01T02:00:00Z,CU6,archeri
0,33.615605330167135,2.735028129900778,0.4490514836409544,33.91755244285182,1.9800315900499155,-0,0.003997943525273939,1,1,2019-01-01T03:00:00Z,CU6,archeri
0,34.52584270279911,2.7869843388954836,0.481290464925885,34.71023180812865,2.111604627723006,-0,0.009700140917275224,1,1,2019-01-01T04:00:00Z,CU6,archeri
0,34.31434228080462,2.735028129900778,0.47876065292211667,34.450406541046284,2.123649549363409,-0,-0.003446332626368953,1,1,2019-01-01T05:00:00Z,CU6,archeri
0,33.76911331729539,2.7523468662323465,0.4656946939388259,33.916400363509524,2.144751379208759,-0,-0.00538625312934915,2,1,2019-01-01T06:00:00Z,CU6,archeri
0,32.225579376850945,2.741209654048533,0.43791523031426083,32.493076628235855,2.0294658525821685,-0,0.0063313197672738575,1,1,2019-01-01T07:00:00Z,CU6,archeri
0,32.14182202896528,2.741209654048533,0.4172997445908678,32.49164267198063,1.9794034424770182,-0,-0.005314176034651563,1,1,2019-01-01T08:00:00Z,CU6,archeri
0,31.7899628178016,2.73898762538794,0.40193740930221133,32.19879939470221,1.928441635904642,-0,-2.2799671966611257e-4,1,1,2019-01-01T09:00:00Z,CU6,archeri
0,30.810459080507464,2.7323323406457973,0.39109285692495055,31.286924224645897,1.8671596164406996,-0,-0.002385276858310359,1,1,2019-01-01T10:00:00Z,CU6,archeri
0,30.797813465814656,2.7495251385298225,0.39529124809872296,31.28622069186273,1.8629230754025903,-0,0.00290358898037546,1,1,2019-01-01T11:00:00Z,CU6,archeri
0,30.780648594904065,2.7495251385298225,0.38942675303966656,31.285659589853996,1.8566504787211238,-0,-0.0015630881808905706,1,1,2019-01-01T12:00:00Z,CU6,archeri
0,29.759327946744328,2.70854220489714,0.3554983408115121,30.35459917909234,1.7558915954856733,-0,0.001881036251980106,1,1,2019-01-01T13:00:00Z,CU6,archeri
0,30.013512921241947,2.7450694067638937,0.3507260749365918,30.663804630781087,1.748134082346347,-0,-0.004082460058250081,1,1,2019-01-01T14:00:00Z,CU6,archeri
0,30.314694641071473,2.764475230701278,0.3493148162938406,30.97458072130793,1.7468817922196271,-0,0.008392541951430132,1,1,2019-01-01T15:00:00Z,CU6,archeri
0,30.32119385042413,2.7301175079487763,0.3388066665245767,30.976654698645923,1.7291409188533162,-0,0.006709074349156019,1,1,2019-01-01T16:00:00Z,CU6,archeri
0,30.707599969278505,2.7323323406457973,0.34870774081585854,31.284863890412993,1.8144954937104167,-0,-0.008134815014890773,1,1,2019-01-01T17:00:00Z,CU6,archeri
0,30.404307347215095,2.7301175079487763,0.3458017248761074,30.977176141369636,1.8016655735388616,-0,0.009781415379319203,1,1,2019-01-01T18:00:00Z,CU6,archeri
0,30.414259246840416,2.7301175079487763,0.35050052451948477,30.977073961956563,1.810767370319779,-0,0.0060348979933184665,1,1,2019-01-01T19:00:00Z,CU6,archeri
0,30.690291782583294,2.7323323406457973,0.3544951353903373,31.285358236527955,1.7877941675959905,-0,-0.005023416285176552,1,1,2019-01-01T20:00:00Z,CU6,archeri
0,30.759216954845083,2.7495251385298225,0.3605719364730798,31.284684911853322,1.8636974004981823,-0,-2.1215544964681143e-4,1,1,2019-01-01T21:00:00Z,CU6,archeri
0,32.36925044342859,2.726170835151884,0.3906246651640664,32.78228288610165,1.9229457213678995,-0,-4.3199405307392524e-4,1,1,2019-01-01T22:00:00Z,CU6,archeri
0,33.2859627664902,2.784725205206639,0.40461247015785917,33.63415737591255,2.0237088865083512,-0,0.008209239118170064,1,1,2019-01-01T23:00:00Z,CU6,archeri
0,33.600773216906845,2.7523468662323465,0.41571564345762124,33.914916303818046,2.0283110340760566,-0,-0.0058228982125605455,1,1,2019-01-02T00:00:00Z,CU6,archeri
0,34.23448517482013,2.7523468662323465,0.43830619716908836,34.448891061457964,2.092021287959441,-0,0.007613494466085946,1,1,2019-01-02T01:00:00Z,CU6,archeri
0,34.820200213647965,2.769665602563915,0.4600474113584694,34.96904443862067,2.159860232920877,-0,9.137333118749424e-4,1,1,2019-01-02T02:00:00Z,CU6,archeri
0,34.566750127334025,2.735028129900778,0.4575001691478885,34.711665855704055,2.1357824020673855,-0,-0.003170169684490798,1,1,2019-01-02T03:00:00Z,CU6,archeri
0,34.31812666674169,2.735028129900778,0.45615938940803724,34.45010594658949,2.143681908729137,-0,0.0032075519157119814,1,1,2019-01-02T04:00:00Z,CU6,archeri
0,33.42895924489922,2.75011580973084,0.43636094551033733,33.63605065115591,2.115749810562683,-0,-0.009086352598868253,1,1,2019-01-02T05:00:00Z,CU6,archeri
0,33.087105824834254,2.747886561727081,0.4248210456381044,33.35366863674385,2.06615691652413,-0,-0.009654212344802016,1,1,2019-01-02T06:00:00Z,CU6,archeri
0,32.41044169117876,2.760696135548352,0.42135037447945456,32.7811400145426,1.9692710883104518,-0,-6.236506054531077e-4,1,1,2019-01-02T07:00:00Z,CU6,archeri
