"dates","DOY","TIME","WC0cm","WC2.5cm","WC5cm","WC10cm","WC15cm","WC20cm","WC30cm","WC50cm","WC100cm","WC200cm"
2020-07-01,183,0,0.163137607291245,0.11999417778576,0.149694708375187,0.200089177274172,0.251417936653747,0.299507543185805,0.299908399028598,0.299917208045448,0.299999714692003,0.547605471586783
2020-07-01 01:00:00,183,60,0.175144022218164,0.119991483951504,0.149396302210978,0.20018413247267,0.252870714263048,0.299027966935668,0.299810938622035,0.299830481709713,0.299999415858095,0.547605471586783
2020-07-01 02:00:00,183,120,0.187739422184328,0.119992534599258,0.149103238212055,0.200284024051809,0.254354212279468,0.298563902297475,0.299708750666252,0.299740584073338,0.299999103000306,0.547605471586783
2020-07-01 03:00:00,183,180,0.190897294288546,0.119998018004952,0.148817358187831,0.200388503446866,0.255860629806931,0.298113646099428,0.299601580485495,0.299647326884313,0.299998775663999,0.547605471586783
2020-07-01 04:00:00,183,240,0.190765939388636,0.120008482555792,0.148539336355642,0.200497729972817,0.257383090998486,0.297679853008096,0.29949058594744,0.299551490652321,0.299998433453888,0.547605471586783
2020-07-01 05:00:00,183,300,0.194559351566256,0.120024428067276,0.148271485045185,0.200612126579423,0.258914740044521,0.297266349059151,0.299377372450218,0.299454165350858,0.299998076128256,0.547605471586783
2020-07-01 06:00:00,183,360,0.196445714676414,0.120046003684797,0.148016759044379,0.200732716584869,0.260447087016252,0.296875302250408,0.29926306204028,0.299356111890309,0.299997703590202,0.547605471586783
2020-07-01 07:00:00,183,420,0.215157046102859,0.120073127432826,0.147776885354419,0.200860624697072,0.261968577857874,0.296505925564274,0.299147811500272,0.29925742939492,0.299997315805892,0.547605471586783
2020-07-01 08:00:00,183,480,0.223645878062375,0.120105394141479,0.147553909049653,0.200997204076358,0.263468846961948,0.296159300475352,0.299032395857863,0.299158642846042,0.299996912793821,0.547605471586783
2020-07-01 09:00:00,183,540,0.228530200073687,0.120142565874269,0.147347003637936,0.20114354929903,0.264935758263123,0.295834579450616,0.298916947874568,0.299059836694863,0.299996494616213,0.547605471586783
2020-07-01 10:00:00,183,600,0.232730662234657,0.12018460840567,0.147154270820299,0.201300025685755,0.266356265892147,0.295529869573453,0.298801224637679,0.29896083672413,0.299996061326077,0.547605471586783
2020-07-01 11:00:00,183,660,0.235028881204436,0.120231482786955,0.146974354755409,0.201466819316044,0.267724405698498,0.295248152213024,0.298686642646123,0.298862612615196,0.29999561304583,0.547605471586783
2020-07-01 12:00:00,183,720,0.237106701621238,0.120283250080784,0.146805865537329,0.201643917063402,0.269030607706922,0.2949879549581,0.298573134373644,0.298765113952202,0.299995149959082,0.547605471586783
2020-07-01 13:00:00,183,780,0.238877766898487,0.120339890149578,0.146647946919916,0.201831332324806,0.270269787667885,0.294749670990986,0.298461266672874,0.298668728316704,0.299994672276494,0.547605471586783
2020-07-01 14:00:00,183,840,0.58984375,0.400460278899306,0.146517919785171,0.202033710399467,0.27174266924473,0.29471950743594,0.298415932315472,0.298618255053495,0.299994182396261,0.547605471586783
2020-07-01 15:00:00,183,900,0.58984375,0.477972676743814,0.190313366489304,0.20225546062428,0.273670770570005,0.295013111312373,0.298480696858736,0.298643875995491,0.299993692256371,0.547605471586783
2020-07-01 16:00:00,183,960,0.453896782272435,0.436890066191461,0.326065660933054,0.202500728011009,0.275650610859286,0.295381288535556,0.298571764016651,0.298687798461293,0.299993208007747,0.547605471586783
2020-07-01 17:00:00,183,1020,0.428846765770335,0.413579725241714,0.359885649624257,0.202829380343179,0.277757209015415,0.295863203635037,0.298702693360389,0.298759326674252,0.299992733220621,0.547605471586783
2020-07-01 18:00:00,183,1080,0.414258366081259,0.400512590179367,0.363096859179356,0.203274172396889,0.279761526608794,0.29634733751812,0.298835889282363,0.298832562238878,0.299992269702935,0.547605471586783
2020-07-01 19:00:00,183,1140,0.403717986064981,0.39087650826848,0.358724847505335,0.203799866939064,0.281615113582928,0.296817659998216,0.298965826637774,0.298903709257698,0.299991817351967,0.547605471586783
2020-07-01 20:00:00,183,1200,0.39549586281955,0.382801741651835,0.352858374859495,0.204386698845896,0.283293178673903,0.297266857302474,0.299089960217267,0.29897102875568,0.299991375717083,0.547605471586783
2020-07-01 21:00:00,183,1260,0.388279375976238,0.375618820696868,0.34691170302802,0.205038122528137,0.284773912520456,0.297686076779954,0.299205297146785,0.299032481288995,0.299990944052194,0.547605471586783
2020-07-01 22:00:00,183,1320,0.382663299284445,0.369129333676356,0.341221317755282,0.205772609403692,0.286052422166785,0.298070902855325,0.299310345946597,0.299087059057378,0.299990521367901,0.547605471586783
2020-07-01 23:00:00,183,1380,0.375653726547702,0.362988989183967,0.335870402808988,0.206621408924417,0.287133047751711,0.298418582688827,0.299404190886078,0.299134148466516,0.299990106529271,0.547605471586783
2020-07-02,184,0,0.364023685848693,0.351710837174887,0.326501496353421,0.208820021028013,0.288914460958295,0.299066052541545,0.299578953544186,0.299220000616273,0.299989297464053,0.547605471586783
2020-07-02 01:00:00,184,60,0.357387478897915,0.346594696605765,0.322543932091829,0.210228817299469,0.289688901941458,0.299386144114757,0.299666651616002,0.299263386286885,0.299988902999202,0.547605471586783
2020-07-02 02:00:00,184,120,0.350883979455657,0.341714344726175,0.319015984990898,0.211854420312119,0.290398365672322,0.299704073611714,0.299754859352832,0.299307280299567,0.299988515379478,0.547605471586783
2020-07-02 03:00:00,184,180,0.345200365924499,0.337090596341151,0.315845021593388,0.213687634746157,0.291039374610637,0.300015163902393,0.299842235278019,0.2993507702273,0.299988134612284,0.547605471586783
2020-07-02 04:00:00,184,240,0.340106895192923,0.332745909793141,0.312962443373325,0.215713928033251,0.291606050187507,0.30031361602727,0.299927064061741,0.29939269209797,0.299987760536904,0.547605471586783
2020-07-02 05:00:00,184,300,0.335633910096415,0.328676673022181,0.310314822129484,0.217919014835429,0.292095585116132,0.300594549344964,0.30000789670423,0.299432065053402,0.299987392825482,0.547605471586783
