"dates","DOY","TIME","PT0cm","PT2.5cm","PT5cm","PT10cm","PT15cm","PT20cm","PT30cm","PT50cm","PT100cm","PT200cm"
2019-07-01,182,0,-117892.530680032,-757839.109285107,-124689.396975774,-9243.70393602543,-1188.18247735702,-297.803707038458,-397.881837098472,-423.916500673022,-289.185708240622,-2.44720205257275
2019-07-01 01:00:00,182,60,-75931.3351391432,-758403.055061042,-126736.088127339,-9137.83324937034,-1132.38281175616,-310.269732888237,-399.535073042207,-424.884197100174,-289.196282028007,-2.44720205257275
2019-07-01 02:00:00,182,120,-72649.1860491752,-758814.263689978,-128735.441852029,-9027.08823685727,-1083.26274168758,-322.318517782007,-401.23564023749,-425.879309004573,-289.207329944203,-2.44720205257275
2019-07-01 03:00:00,182,180,-70503.9683682587,-759033.685863452,-130679.704885014,-8911.3665937746,-1039.22627697781,-333.771436815145,-402.910258033392,-426.850321919665,-289.218846218504,-2.44720205257275
2019-07-01 04:00:00,182,240,-67697.5006774663,-759025.996635917,-132549.211671983,-8790.442730199,-999.660399643669,-344.599486387043,-404.546850730784,-427.788677762669,-289.230818120391,-2.44720205257275
2019-07-01 05:00:00,182,300,-67464.828278611,-758769.115418966,-134328.859704507,-8663.87144448379,-963.947327820903,-354.770112620902,-406.130908475753,-428.684372556904,-289.243230850554,-2.44720205257275
2019-07-01 06:00:00,182,360,-67738.9600429677,-758246.74685082,-136017.198837965,-8531.32979874764,-931.723681301386,-364.295832642441,-407.663578600172,-429.538396706881,-289.256068939963,-2.44720205257275
2019-07-01 07:00:00,182,420,-58862.7226631568,-757443.040199305,-137605.207264082,-8392.46774954108,-902.253108549474,-373.112489859107,-409.116876615376,-430.331772982479,-289.269314787831,-2.44720205257275
2019-07-01 08:00:00,182,480,-56356.6384563596,-756362.422418067,-139071.737912509,-8246.84437765267,-875.571980060394,-381.304403153454,-410.51518166339,-431.081718730928,-289.282951367599,-2.44720205257275
2019-07-01 09:00:00,182,540,-54428.442965896,-755006.252067055,-140426.197139148,-8094.14675096892,-851.87003732873,-389.003212273154,-411.897651590669,-431.815526067944,-289.296967536887,-2.44720205257275
2019-07-01 10:00:00,182,600,-49696.5338170041,-753372.329831372,-141677.293358994,-7934.14236714565,-830.644709389019,-396.202072473391,-413.254325140738,-432.526669303434,-289.311354486861,-2.44720205257275
2019-07-01 11:00:00,182,660,-47632.2009569858,-751463.944664771,-142827.709058614,-7766.6811526288,-811.847118640158,-402.985985353858,-414.606314944709,-433.22997670482,-289.32610480985,-2.44720205257275
2019-07-01 12:00:00,182,720,-46955.6136983192,-749276.449279772,-143886.61447047,-7591.54038277373,-795.227543175744,-409.397004085048,-415.959879288638,-433.930049180634,-289.341213432221,-2.44720205257275
2019-07-01 13:00:00,182,780,-43467.4137303208,-746808.306293008,-144860.307252697,-7408.58731646879,-780.789881376315,-415.533516526785,-417.33995252993,-434.644235191026,-289.356678111476,-2.44720205257275
2019-07-01 14:00:00,182,840,-66.5033809360491,-502826.250570289,-145749.287990951,-7218.44872678126,-770.898433832881,-422.088905011114,-418.967325948539,-435.523363525631,-289.372521115631,-2.44720205257275
2019-07-01 15:00:00,182,900,-128.558591737448,-268062.416296354,-146525.888032313,-7017.48632685426,-756.680774830876,-427.015746522317,-420.168409332734,-436.108195594654,-289.388713989506,-2.44720205257275
2019-07-01 16:00:00,182,960,-182.597341348288,-154021.075476709,-147172.731867073,-6806.30815235996,-743.68106434002,-431.593960743506,-421.347847853161,-436.675691244499,-289.405218664044,-2.44720205257275
2019-07-01 17:00:00,182,1020,-233.214251865507,-100419.208833756,-147696.490020409,-6584.6934331747,-732.795940484167,-436.140990460853,-422.601115313004,-437.291108970762,-289.422038129398,-2.44720205257275
2019-07-01 18:00:00,182,1080,-281.650930054388,-72395.1123163108,-148094.973090937,-6352.32729222228,-723.89982152505,-440.741662461921,-423.949696583868,-437.96913822547,-289.439182515788,-2.44720205257275
2019-07-01 19:00:00,182,1140,-329.122886587136,-56029.9498669839,-148359.90721634,-6108.88963855868,-716.650984405188,-445.41810503833,-425.395667065578,-438.711233626123,-289.456663216895,-2.44720205257275
2019-07-01 20:00:00,182,1200,-377.388007739124,-45559.3733336047,-148481.020716026,-5854.16459550083,-710.644215861051,-450.159531242069,-426.93121373643,-439.512150645979,-289.474490792728,-2.44720205257275
